body,topic,trend
Jeller and Avery 😍😍😍 #Blindspot,1,#Blindspot
At least Zapatterson it's talking a bit... 😭😭 #Blindspot,1,#Blindspot
"Let's just go ahead and assume this means 5 episodes left AND a season 4. 
#Blindspot https://t.co/yuuTDTItgT",1,#Blindspot
"Blindspot: Episode 3x20 ""Let it Go"" Promo (HD) https://t.co/MjIeEfzfyU #Blindspot #Jeller",1,#Blindspot
@yas_m @martingero @BlindspotRoom There is nothing more serious than this. #Blindspot https://t.co/DDjUd3Nqzp,1,#Blindspot
@martingero @NatalieAbrams Maybe the science guy?#Blindspot,1,#Blindspot
@Daniela_Velluto @martingero @BlindspotRoom Obviously. We take our #Blindspot very seriously. https://t.co/wzJTtpfNVX,1,#Blindspot
@yas_m @martingero @BlindspotRoom @NatalieAbrams Never. #Blindspot https://t.co/7rLzGIb69A,1,#Blindspot
"Of all the spots on his massive 5 foot tall Cat tree, Pip has to sit right there while I’m watching @NBCBlindspot… https://t.co/qIHphYOdy1",1,#Blindspot
@yas_m @martingero @BlindspotRoom @NatalieAbrams We are always serious when it comes to episode titles. #Blindspot https://t.co/91pOtTwotX,1,#Blindspot
I'm watching Blindspot @NBCBlindspot #Blindspot @NBC #NBC via @TelfieApp #Telfie https://t.co/RwV4t89q7C,1,#Blindspot
@martingero @BlindspotRoom @NatalieAbrams Because of the title of the episode next week @yas_m and I have been twee… https://t.co/UHN0DVheBo,1,#Blindspot
"@LukeMitchell__ Roman should write an autobiography called ""The Many Lives I Lived, The Many Names I Had and The Ma… https://t.co/mPfNKxUDkv",1,#Blindspot
I've seen a few pc's at work do this.  😀😀 #blindspot @caseywildclay @dthomp9188 https://t.co/gXbwuIsX2d,1,#Blindspot
What is it? Help me now because I left to die!😫😱😭 #blindspot @NBCBlindspot @martingero @BlindspotRoom… https://t.co/2RwJ3OHeEi,1,#Blindspot
"West coast, you're next! #blindspot is on in less than TWO HOURS! Who is going to live tweet with us? https://t.co/9WAQTQ0Ds8",1,#Blindspot
".@LukeMitchell__ delivered that lines so menacingly that I couldn't help but let out an excited ""Damn, Roman!"" duri… https://t.co/QeKnfYvtdV",1,#Blindspot
@Shephurds Good Night #Blindspot,1,#Blindspot
RT if you saw #Blindspot tonight,1,#Blindspot
@Lauren_k_rob @yas_m @BlindspotRoom I see no flaws in this. #Blindspot,1,#Blindspot
"When I'm relaxing in my bathtub and a handsome man wearing nothing but a towel enters the room, I expect him to do… https://t.co/WWgoSAJQ9F",1,#Blindspot
"@martingero @NatalieAbrams I know, I know and can't wait to finally meet him and finally learn what Patterson's fir… https://t.co/VJkfpTBKdC",1,#Blindspot
@rachelcarislove @LukeMitchell__ @torianderson Amazing episode! #Blindspot 👏👏👏👏👏,1,#Blindspot
#BlindSpot is life right now... with #chocolatechipcookies,1,#Blindspot
Lookin forward for a season 4. 🙏🙏🙏🙏  #Blindspot,1,#Blindspot
"From what I can tell,it appears that Ganzman was saying Crawford knows about the technology, therefore, it didn’t d… https://t.co/y074Za2yBI",1,#Blindspot
Jane’s smile when Avery says yes for moving in with them ♥️ #Blindspot,1,#Blindspot
@Monicaroby9 @NBCTheBrave It makes sense when you think about it. Both Jane and Dalton are Special Forces. They und… https://t.co/SJxb0Ms6sg,1,#Blindspot
"@BlindspotRoom They have taken very different paths, the thread of their fraternity has broken. #Blindspot 😭",1,#Blindspot
"""I don't have a choice?"" That means what I think it means? (Roman's death) I hope no #Blindspot https://t.co/KL9UKXZDMX",1,#Blindspot
@ablindspotter I’m not okay 😫😫😫 #blindspot,1,#Blindspot
"You’re a monster, and monsters need to be put down. - Jane #Blindspot 

You put him down. - Dalton #TheBrave https://t.co/rKpldLT5tO",1,#Blindspot
"Retweeted Natalie Abrams (@NatalieAbrams):

#Blindspot: Who will help save the team? (Seriously, you'll never guess… https://t.co/4hXG2upt36",1,#Blindspot
Great episode @NBCBlindspot. Can't wait until next week!  #Blindspot,1,#Blindspot
Hope you had as much fun watching tonight’s #Blindspot as I did producing it! #BTS w/ @LukeMitchell__ @torianderson… https://t.co/nw5jnrPTwv,1,#Blindspot
"What !? We have to wait one week, oh god this is to long 😫😫😫 #Blindspot",1,#Blindspot
"@martingero @NatalieAbrams Please say it's me, please say it's me, please say it's me.
#Blindspot",1,#Blindspot
@BlindspotRoom @rachelcarislove Love behind the scenes shots #Blindspot,1,#Blindspot
#Blindspot tonights episode https://t.co/EWObIpvOOn,1,#Blindspot
@BlindspotRoom Only four left?? Really hope for more Seasons! #Blindspot,1,#Blindspot
YOU WILL NEVER GUESS WHO IS GONNA PITCH IN NEXT WEEK! #Blindspot @NatalieAbrams https://t.co/53Za2mGc9T,1,#Blindspot
"@BlindspotRoom Must like he said, escape.  #Blindspot",1,#Blindspot
OMG THE PROMO !!! #Blindspot #RenewBlindspot,1,#Blindspot
Another amazing #Blindspot ! As much as I want Jane to win I can't imagine a time when her and Roman are not at odd… https://t.co/9E3awArYjM,1,#Blindspot
#Blindspot Awesome episode tonight! 👏🏾👏🏾@martingero @JaimieAlexander @BrocoliRobBrown @TheVulcanSalute… https://t.co/wJDjtW8jUd,1,#Blindspot
@martingero @NBCBlindspot #Blindspot @BlindspotRoom THE WHOLE CAST TONIGHT!!! ❤️🙌🏼✌🏼👌🏼🙏🏼🤓 https://t.co/EXPVKnpDjK,1,#Blindspot
"@martingero Brilliant final scene!!! Praise be to you, Mr Gero,  @BlindspotRoom and the phenomenal cast! @nbc has t… https://t.co/TzzY4bqOZ2",1,#Blindspot
@BlindspotRoom Fate steps in so Jane won't go through life sad that she killed her brother.  She would have just wo… https://t.co/G1kCndvcte,1,#Blindspot
"I scared my girlfriend when I saw the ""Until the Finale"" and screamed out NOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO… https://t.co/i9vMBwTz2b",1,#Blindspot
This show just keeps getting crazier and crazier!!! I need next weeks ep now!!! 😱😱😱😱 #Blindspot,1,#Blindspot
"Retweeted Blindspot (@NBCBlindspot):

When your computer freezes and you start making art. #Blindspot… https://t.co/KqRFJUBV3M",1,#Blindspot
@BlindspotRoom You guys were awesome tonight. Thanks for everything and can't wait for next week. #Blindspot,1,#Blindspot
What wth are they going to do now? Thanks for watching #Blindspot with us tonight. Until the team assembles again next week!,1,#Blindspot
"Retweeted Blindspot Writers (@BlindspotRoom):

This episode reminded us that Patterson does NOT like when people me… https://t.co/i3D0bK9D3h",1,#Blindspot
"I mean, Blake is getting closer but in the real world, a woman usually catches up on their boyfriend in 2.5 seconds! #Blindspot",1,#Blindspot
"@Snoodit @NatalieAbrams @NBCBlindspot Ah man, you guessed. #Blindspot",1,#Blindspot
Another exciting ep. Thanks for tweeting with us. #Blindspot @martingero @BrocoliRobBrown @BlindspotRoom,1,#Blindspot
Psycho Roman wins again!  Great ep! @NBCBlindspot @BlindspotRoom @TVAfterDark @LanaSolange @DaleyReview @ennisesmer… https://t.co/WlFpgii8Yz,1,#Blindspot
"@Lily_G77 I'm glad you tweeted, but go do what you need to do. #Blindspot",1,#Blindspot
Thanks for joining us for #Blindspot! See you next week!,1,#Blindspot
@mjhheart @Daniela_Velluto I'll take that small little sitting room #Blindspot,1,#Blindspot
@NBCBlindspot Another fun friday in the books.  Catch ya next week.  #Blindspot,1,#Blindspot
@NBCBlindspot is solely responsible for 2 of my last 3 heart palpitations. Just saying. #Blindspot,1,#Blindspot
THE FINALE! #Blindspot https://t.co/PIlX1EWZQM,1,#Blindspot
"Next week on #Blindspot season 3 episode 20, prepare for Bill Nye and so much more https://t.co/jViqoKMnD6",1,#Blindspot
"Well played Roman, well played. #Blindspot https://t.co/h11FbwgM22",1,#Blindspot
"Well, Patterson, some might say you now have a... #Blindspot. @BlindspotRoom @TheVulcanSalute @martingero #SorryNotSorry",1,#Blindspot
@NBCBlindspot Holy crap !! Roman is not playing!! Now how are we gonna fix that ! #BLINDSPOT,1,#Blindspot
"#Blindspot: Who will help save the team? (Seriously, you'll never guess) https://t.co/NBFIhAmPAq @martingero… https://t.co/nn7Hinzh41",1,#Blindspot
OMFG! #Blindspot,1,#Blindspot
I really dislike that Jane called Roman a monster though. He's merely a deeply wounded person trying to piece himse… https://t.co/An318uMno9,1,#Blindspot
@martingero #Blindspot  Roman covering his tracks!,1,#Blindspot
Ok #Blindspot it's homework time now. Thanks for the amazing distraction.,1,#Blindspot
Next  week BILL NYE THE SCIENCE GUY!  #Blindspot,1,#Blindspot
Well that was stressful. #Blindspot,1,#Blindspot
@NBCBlindspot wow what an awesome episode #Blindspot,1,#Blindspot
BLINDSPOT Season 3 Episode 20 Photos Let It Go https://t.co/8MAnk1wMXF #Blindspot @NBCBlindspot,1,#Blindspot
"That wonderful episode
@martingero 
@BlindspotRoom 
#blindspot https://t.co/B2jV9PC7zq",1,#Blindspot
@NBCBlindspot Whoa!!! That promo tho 😱😱😱 #blindspot,1,#Blindspot
"VERY. NOT. GOOD. 

#Blindspot https://t.co/b3ErVbwkJ0",1,#Blindspot
Enough tattoo hits for a 4th season 😍 #RenewBlindspot #Blindspot @NBCBlindspot @BlindspotRoom @martingero,1,#Blindspot
"""We're operating completely in the dark."" #Blindspot",1,#Blindspot
"#Blindspot At least Blake didn't follow him, that would've been a trope",1,#Blindspot
Jeller and Avery together #Blindspot https://t.co/uDyLKorCKg,1,#Blindspot
"@Daniela_Velluto Wait, yeah, I didn't realize that was an option! I wanna move into the Weller-Doe apartment! #Blindspot",1,#Blindspot
This episode reminded us that Patterson does NOT like when people mess with her things... this is very not good.… https://t.co/gZtj5cddvS,1,#Blindspot
Whoa! Jane &amp; Roman takes sibling rivalry to a very deadly level! #Blindspot,1,#Blindspot
Just got a limited #Blindspot sticker. Get yours: https://t.co/gwcCQ79sc3! @NBCBlindspot via @TelfieApp #Telfie https://t.co/eoETOuEmKb,1,#Blindspot
Just got a limited #Blindspot sticker. Get yours: https://t.co/gwcCQ79sc3! @NBCBlindspot via @TelfieApp #Telfie https://t.co/9lK80qLrl9,1,#Blindspot
3x19  — I'm watching Blindspot @NBCBlindspot #Blindspot @NBC #NBC via @TelfieApp #Telfie https://t.co/LzaCN44WRe,1,#Blindspot
Aaaw a lovely family #Blindspot,1,#Blindspot
Oh man Zapata and Patterson friendship moment @NBCBlindspot #Blindspot,1,#Blindspot
@NBCBlindspot Umm what’s going on 😱😱 #Blindspot,1,#Blindspot
WTF is Roman up to now? #Blindspot,1,#Blindspot
The tattoo index 😎 #Blindspot,1,#Blindspot
#Blindspot Roman evades again😥,1,#Blindspot
If Avery says no. I’ll take the room. #Blindspot,1,#Blindspot
"Aww, yay!! #family #Blindspot #Jeller #Javery",1,#Blindspot
"""He's scrambling, and he knows it."" #Blindspot",1,#Blindspot
Moving in! #Blindspot https://t.co/NNWwz5pxj3,1,#Blindspot
"You’d ditch my security deal.
No, we won’t.

#DadMode activated. It looks good on Kurt. #Blindspot",1,#Blindspot
Am I the only one that still wants Avery to go away?! #Blindspot,1,#Blindspot
Avery's moving in! #Blindspot,1,#Blindspot
@NBCBlindspot Yay!! Avery is moving in! 😍🤗 #Blindspot,1,#Blindspot
Patterson:your totally a cover up she lies to you all jk love you Patterson @NBCBlindspot @TheVulcanSalute #Blindspot,1,#Blindspot
@martingero @cowonthewall @stupidkazooo Loving the #Deception score as well! #Blindspot,1,#Blindspot
"""So, they beat us again."" #Blindspot",1,#Blindspot
"By the way, tonight’s episode of #Blindspot was written by @rollerstan &amp; @FreeRangeRyanJ, directed by Marcus Stokes… https://t.co/T7Ae5Tl8zJ",1,#Blindspot
#blindspot look into this light my friend https://t.co/bBynkgLrEy,1,#Blindspot
@HKoonts I would be too 😂 #Blindspot,1,#Blindspot
Jane won't be able to kill Roman. @LukeMitchell__ @JaimieAlexander @NBCBlindspot #Blindspot,1,#Blindspot
@NBCBlindspot #Blindspot Roman! https://t.co/txR3YRCItk,1,#Blindspot
Blake don't support this fool wiping away his past!! You trying to get people killed!! And you're blinded by Tom's hotness!!  #Blindspot,1,#Blindspot
"""What happened? Did we win?"" #Blindspot",1,#Blindspot
Poor Avery!! #crazyconspiracyguy #Blindspot,1,#Blindspot
"Hopes for tonight’s ep, I don’t want Roman to die. I know his evil but his like my Loki on this show. His still family. #Blindspot #thatsall",1,#Blindspot
".@BlindspotRoom Oh wow, didn’t expect Roman to come that clean.... but I hated him stringing her along. Oh son of .… https://t.co/7Abm0ELJkx",1,#Blindspot
Man.  So many great cues from @cowonthewall and @stupidkazooo tonight (AS ALWAYS). #Blindspot,1,#Blindspot
"""Soldiers don't run. They stay and they fight."" #Blindspot",1,#Blindspot
@NBCBlindspot You reap what you sow #Blindspot,1,#Blindspot
@jacobhWoods @NBCBlindspot @torianderson @LukeMitchell__ @martingero @TheVulcanSalute @JaimieAlexander You hurt i h… https://t.co/s1tDFoceO9,1,#Blindspot
"Roman, you're about 3 episodes too late to ask Blake to run away together - I TOLD YOU TO weeks and weeks ago! 😭 #Blindspot",1,#Blindspot
Jane is pulling back her punches... or should I say kill shots? There's a part of her that still loves her baby bro… https://t.co/90GooyM2Pe,1,#Blindspot
#blindspot moments like this make me wish Roman was good,1,#Blindspot
@BlindspotRoom Is it just me but I don't think Roman's a 'monster' just conflicted. #Blindspot,1,#Blindspot
"""You are my future, too."" #Blindspot",1,#Blindspot
Unlike you Roman Blake actually has friends and family. #Blindspot,1,#Blindspot
Either you gonna kill him or you not stop with all this big talk #Blindspot,1,#Blindspot
"""Don't look back, just look forward."" #Blindspot",1,#Blindspot
@NBCBlindspot Tell her “Tom” 🤦‍♂️ #Blindspot,1,#Blindspot
"Man, she's gullible AF, isn't she?! #Blindspot",1,#Blindspot
Wow! What an episode? Did you miss it? Learn how to stream #Blindspot https://t.co/CojpuTpC01,1,#Blindspot
"""Good to know.""

Love me some @JaimieAlexander and @LukeMitchell__ scenes.

#Blindspot https://t.co/AFBoXdoIIG",1,#Blindspot
I’m sick of this cat and mouse game with Jane and Roman 🙄 #Blindspot https://t.co/4VI17mbf9M,1,#Blindspot
"""What if we just dropped everything and ran away?"" #Blindspot",1,#Blindspot
"Roman &amp; the FBI will still need each other. He left already Jane. Lie again Tom/Roman to naive Blake👀🧐. Ohhh plz, r… https://t.co/PN4zqRWDSW",1,#Blindspot
#Blindspot wait what happened? I went to get a drink and missed the last 2mins of the show,1,#Blindspot
"""Where have you been?"" #Blindspot",1,#Blindspot
"""Killing me would be like part of yourself."" - Roman
""Maybe it's the part of me that needs to die."" - Jane
😢😢😢 #teamsiblings #Blindspot",1,#Blindspot
I think the question we’ve answered the question of will she or won’t she… if only the gun hadn’t jammed. 🔫😱💀… https://t.co/81egUVCI4v,1,#Blindspot
"Just kill him already!
#Blindspot",1,#Blindspot
He got away again. #Blindspot,1,#Blindspot
"You’re a monster and monster’s need to be put down. 

Sounds like Dalton talking about Hoffman on #TheBrave #Blindspot",1,#Blindspot
@NBCBlindspot how do you still have Ammo Roman?! 😱 #Blindspot,1,#Blindspot
I've just watched episode S03E01 of Blindspot! #blindspot  #tvtime https://t.co/uYQJcAeRR3,1,#Blindspot
"""Killing me would be like killing a part of yourself."" #Blindspot",1,#Blindspot
"Sounds like a Challenge.

#Blindspot #RenewBlindspot @nbc @warnerbrostv @NBCBlindspot",1,#Blindspot
When’s Blake gonna show up? Roman will not be put down. #Blindspot,1,#Blindspot
@BlindspotRoom I am the worse bowler ever. I guess the FBI isn't for me. #Blindspot,1,#Blindspot
Sounds like challenge then @NBCBlindspot #Blindspot,1,#Blindspot
Just your regular game of hide and seek with life and death stakes. 🙀😖😱💀#Blindspot https://t.co/WdxJtDVGGD,1,#Blindspot
Roman pulling out the sis card to manipulate Jane. #Blindspot,1,#Blindspot
@martingero Nothing like a simple stone (on the acceleration pedal) to break new technologies #Blindspot 😜,1,#Blindspot
"""Sounds like a challenge."" #Blindspot",1,#Blindspot
"""It's over, Roman."" #Blindspot",1,#Blindspot
@BlindspotRoom That's game. Our fav team wins #Blindspot,1,#Blindspot
I have a feeling Blake is going to show up.  #Blindspot,1,#Blindspot
@BlindspotRoom Bowling is my sport! Lol I want in on the #BlindspotBowlingTeam #Blindspot,1,#Blindspot
#Blindspot Bet you Blake followed Roman....,1,#Blindspot
Here's a #BehindTheScenes photo of the #BrainRay before it was destroyed by our team. #BTS #Blindspot 📸 by… https://t.co/zlkx88cm0n,1,#Blindspot
@mjhheart I guess we will never know. #Blindspot,1,#Blindspot
"2018 Formula 1 Azerbaijan Grand Prix preview  https://t.co/3SQizObniH
#automobile #chrysler #suv #offroad #drive #suv ##Blindspot",1,#Blindspot
"@martingero Twilight Moment 😱😂😱😂😱 
#Blindspot https://t.co/NfZ44Sf0vj",1,#Blindspot
Weller threw a car at the problem 🤣🤣 I love that man! #Blindspot,1,#Blindspot
@Daniela_Velluto It's almost as if they planned it that way #Blindspot,1,#Blindspot
The thing about these bad guys is that they tell to truth to their associates who are also their enemies too quickl… https://t.co/fxBcg56igu,1,#Blindspot
#Blindspot When will the idiots stop telling the person that's about to kill him that no one else knows #StuckOnStupid,1,#Blindspot
OH MY GOD OH MY GOD OH MY GOD OH MY GOD OH MY GOD OH MY GOD OH MY GOD OH MY GOD!!!   😨😨😨😨😨😨😨😨 #Blindspot https://t.co/HfcQsUFsVI,1,#Blindspot
"Gosh, darn it! That commercial came on at the worse possible moment. #Blindspot",1,#Blindspot
"BROTHES FIGHT! 😍

#Blindspot #RenewBlindspot @nbc @warnerbrostv @NBCBlindspot",1,#Blindspot
@BlindspotRoom Ha ha good one.  Points #Blindspot,1,#Blindspot
@TVAfterDark He’ll get away again...he can’t die or else the show would have a boring end #Blindspot,1,#Blindspot
@NBCBlindspot Whoa !! Didn’t see that one coming !! But I have a felling Romans girlfriend is gonna show up ! #BLINDSPOT,1,#Blindspot
I'm seeing a lot of actors from #thefollowing pop up in #Blindspot @MSiega.....you might as well get @valoriecurry… https://t.co/h6WKrZRajl,1,#Blindspot
"Before answering any of Roman's questions in exchange for their lives, people should REALLY check he doesn't have a… https://t.co/NzAVp1M2h9",1,#Blindspot
If Blake shows up I wouldn't be surprise if she gets caught in a crossfire.  #Blindspot,1,#Blindspot
@NBCBlindspot I'm on the edge of me seat this is getting so good and only 10 minutes left😱 #Blindspot,1,#Blindspot
Im so sacred OMG! #Blindspot https://t.co/nstv6Zf5bf,1,#Blindspot
"Should I be feeling guilty for rooting for Roman.... because I don't 

#Blindspot",1,#Blindspot
"It's going to be even longer muhfuh, like eternity. #Blindspot",1,#Blindspot
Now that it’s commercial break we can go back to the topic of bowling and watch our team get a STRIKE. #Blindspot 🎳… https://t.co/kaTOlaJ5VO,1,#Blindspot
"Shanks for nothing, Roman.  #Blindspot",1,#Blindspot
#Blindspot Strike!,1,#Blindspot
Oh man that scene with Jane and roman fixing to come up @NBCBlindspot #Blindspot,1,#Blindspot
"When that dude just said there was NO way to trace him back to Crawford, I was screaming ""YOU IDIOT! IF YOU SAY THA… https://t.co/e4o6qESMwi",1,#Blindspot
"Oh! Back just in time! FINISH HIM, JANE! #Blindspot",1,#Blindspot
"Then again, if her dad’s army of men or Roman/Tom’s army of men are that bad then he can find out. That stab couldn… https://t.co/yKmhGguS8L",1,#Blindspot
@NBCBlindspot that’s not a typical family reunion 😨 #Blindspot,1,#Blindspot
"Roman is here.

#Blindspot #RenewBlindspot @nbc @warnerbrostv @NBCBlindspot",1,#Blindspot
"""Hey, sis! Long time no see."" #Blindspot",1,#Blindspot
"Hey, Roman has the same knife Blake had. 😁😜 #Blindspot",1,#Blindspot
"Roman a very bad Guy.... I love It.

#Blindspot #RenewBlindspot @nbc @warnerbrostv @NBCBlindspot",1,#Blindspot
"Sometimes plans change. Sorry, Mike. #Blindspot",1,#Blindspot
When it's raining and you have DirecTV and you're really just trying to live your best #Blindspot life but they won't let you.,1,#Blindspot
#Blindspot Here it comes Jane VS Roman,1,#Blindspot
I absolutely feel like that was the proper time to scream for help!!!!  #Blindspot,1,#Blindspot
"Good luck, Roman! Fingers crossed you convince your sister not to put several bullets in you by the end of this epi… https://t.co/BF2cOUz3CY",1,#Blindspot
"Some people believe in conspiracies, and some people create an alternate reality browser named Rich DOTCHROME ... a… https://t.co/IsMf7ARZjc",1,#Blindspot
"""Roman's here."" #Blindspot",1,#Blindspot
HERE WE GO #JaneVSRoman #Blindspot,1,#Blindspot
Alright Jane what you gonna do #Blindspot,1,#Blindspot
What? #Blindspot,1,#Blindspot
"If there was a #Blindspot fantasy league, Roman would have a lot of points. 🗡 #Scary #VeryNotGood #LooseThreads… https://t.co/FjE7aePn89",1,#Blindspot
"""Sometimes plans change."" #Blindspot",1,#Blindspot
"That worked, bowling with a Hum V...theres Roman. Stop answering him idiot, he's going to kill you to leave no lose ends  #Blindspot",1,#Blindspot
@NBCBlindspot I am so nervous 😱😱😱 #Blindspot,1,#Blindspot
"""Crawford still needs me."" #Blindspot",1,#Blindspot
"""when was the last time you girls went bowling"" Weller thinking up date ideas while on a mission 😘 #Jeller #Blindspot",1,#Blindspot
@BlindspotRoom If not now then WHEN? The tournament is coming up and they haven't made plans! #Blindspot,1,#Blindspot
Steeeeerrriiiikkkkee! #Blindspot https://t.co/hI8SDgPuCr,1,#Blindspot
That's one way to shut down the machine.  #Blindspot,1,#Blindspot
Thank you Kurt you actually just said Patterson was right lol @NBCBlindspot @martingero #Blindspot @TheVulcanSalute,1,#Blindspot
"""Relax, I'm a friend."" #Blindspot",1,#Blindspot
"THAT'S how we do things, Dash. 🎳 #Blindspot https://t.co/ed1mt7O8yG",1,#Blindspot
Damn!!! Those sonic waves blew out the windows @NBCBlindspot #Blindspot https://t.co/n3SghfeuHv,1,#Blindspot
So much for BULLET PROOF GLASS @filmwritr4 @LanaSolange @OlgaJulyssa #Blindspot,1,#Blindspot
"Bonnie Macrame Craft Cord ...
--&gt; https://t.co/qDUZGbdd7x
#Blindspot #crochet #crochets #lovecrochet; #hooks;… https://t.co/TPDTf7ZYH8",1,#Blindspot
That's one way to stop it. #Blindspot,1,#Blindspot
"I don’t think right now is the time to make a #BlindspotBowlingTeam, Kurt. 🎳 #Blindspot https://t.co/uUl2tIyKUW",1,#Blindspot
LOVE how #Jeller just have to look at each other and they know the plan. #Blindspot,1,#Blindspot
@NBCBlindspot Well that worked 😱 #Blindspot,1,#Blindspot
I really don't like this 🙈🙉 #Blindspot,1,#Blindspot
"""That's not how we do things."" #Blindspot",1,#Blindspot
That’s not how we do things. Oh Weller. #Blindspot,1,#Blindspot
Just got a limited #Blindspot sticker. Get yours: https://t.co/qYoBEAwMa9! @NBCBlindspot via @TelfieApp #Telfie https://t.co/40wMG57aN3,1,#Blindspot
I'm watching Blindspot @NBCBlindspot #Blindspot @NBC #NBC via @TelfieApp #Telfie https://t.co/exOncKBde1,1,#Blindspot
I just want to hug Weller. #Blindspot,1,#Blindspot
Try to shoot the machine from behind the truck #Blindspot,1,#Blindspot
#Blindspot Run Weller run!!!,1,#Blindspot
The feeling he would've had from that stab would've been equivalent to how Blake's heart would've felt if he had to… https://t.co/09Lixk5V3u,1,#Blindspot
Watch out team @NBCBlindspot #Blindspot,1,#Blindspot
@BlindspotRoom @NBCBlindspot @rachelcarislove Don't you hate it when the hotel overbooks. #Blindspot,1,#Blindspot
NOPE! Get out of there! #Blindspot,1,#Blindspot
@NBCBlindspot Oh crap 😱😱😱 #Blindspot,1,#Blindspot
Mike is not a good person.  #Blindspot,1,#Blindspot
"""Stop being so paranoid."" #Blindspot",1,#Blindspot
#Blindspot somebody's abt to get caught...,1,#Blindspot
"""Just keep driving."" #Blindspot",1,#Blindspot
@martingero Why am I scared that Blake is going to follow Roman and get caught in the cross-fire? #Blindspot,1,#Blindspot
"@NBCBlindspot I think my clock is rigged because apparently there’s only 15 minutes left, but that’s not possible 😳😬🤔 #blindspot @martingero",1,#Blindspot
@NBCBlindspot #Blindspot almost had me!! https://t.co/PGS5NslH1K,1,#Blindspot
@BlindspotRoom @rachelcarislove *This* is what it takes for Roman to be Tom? #Blindspot He must be really good to p… https://t.co/jXsxtXtuFM,1,#Blindspot
"""I guess we can rule out taking the chopper."" #Blindspot",1,#Blindspot
"@martingero @LukeMitchell__ @torianderson How to watch that scene in 5 steps:
1. Get really excited  that Roman is… https://t.co/hbHTjw1hQ6",1,#Blindspot
Love with too many lies involved or built on lies leads to this. The smartest thing she could have done was have he… https://t.co/bWV0setIVL,1,#Blindspot
@BlindspotRoom New shock duo #Javery 👊💥💖#Blindspot https://t.co/LD9ENohZ0c,1,#Blindspot
This shit is nuts and we only have 15 minutes left!!! WHAT’S GOING TO HAPPEN?!?!?!?! 😨😨😨😨😨 #Blindspot,1,#Blindspot
@BlindspotRoom @rachelcarislove Boy talk about a crowd.  #Blindspot,1,#Blindspot
@BlindspotRoom @HKoonts @rachelcarislove How romantic 🤗😍 #Blindspot,1,#Blindspot
"@BlindspotRoom THIS ROMAN SCENE WAS FAAAAKE AND I ALMOST DIED, you would have to justify my death to my parents #Blindspot",1,#Blindspot
Blake is gonna find out #Blindspot,1,#Blindspot
"Blake, that girl has gotten smarter since learning more about her dad’s business but not wiser. She will be followi… https://t.co/LROEgHG02m",1,#Blindspot
I've just watched episode S03E17 of Blindspot! #blindspot  #tvtime https://t.co/1IPdLCa0nZ https://t.co/b1gtVyZclX,1,#Blindspot
@BlindspotRoom @rachelcarislove Wow it's a good thing Blake didn't notice them or else that REALLY would have ruined the mood. #Blindspot,1,#Blindspot
The Roman and Blake revelation scene I was like « omg » and then « you got to be kidding me » 🙃🙃 #blindspot,1,#Blindspot
@BlindspotRoom Um not everyone sticks out like u Roman. #Blindspot,1,#Blindspot
Where's Rich? I bet he'd get a kick out of Dash. #Blindspot,1,#Blindspot
Road Trip: WOODSTOCK...let's go and be nosey everybody @filmwritr4 @OlgaJulyssa @LanaSolange #Blindspot,1,#Blindspot
And so it begins. #Blindspot,1,#Blindspot
"Blake thought they were on a private vacation, but this #BehindTheScenes photo proves there were actually way more… https://t.co/pn7krqHbnz",1,#Blindspot
My heart stopped for a minute #Blindspot https://t.co/zW0dk7SRXF,1,#Blindspot
"@BlindspotRoom They make me happy. I mean, I'm all about #Jeller moments (more of those always), but I do love seei… https://t.co/h36edfrYn9",1,#Blindspot
I feel like this episode is going to have a BIG ending!!! @NBCBlindspot #Blindspot,1,#Blindspot
This is a really good episode of #Blindspot. I’m impressed.,1,#Blindspot
"I kind of do want Blake to end Roman/Tom but I know Jaylor, Weller and the team want that W. #Blindspot",1,#Blindspot
Ohhh Avery and Jane ♥️ #Blindspot,1,#Blindspot
"Can't blame him for thinking she would attempt to murder him once she learned the truth. After all, she IS the daug… https://t.co/3FYSt94ZI5",1,#Blindspot
#Blindspot I hope Blake don’t follow him !,1,#Blindspot
@BlindspotRoom #Javery is a ship I can always get behind! 💞 #Blindspot,1,#Blindspot
SHOWDOWN #Blindspot,1,#Blindspot
Watch out roman @NBCBlindspot #Blindspot,1,#Blindspot
I don't trust Blake since a few episodes... #Blindspot,1,#Blindspot
"#Blindspot Well done Avery, junior Fed!",1,#Blindspot
"That's utter bull crap ya know. He's not into peace, he wants control. He helped shepherd try to irradiate the East… https://t.co/1fD5hUoviD",1,#Blindspot
I better get off Twitter and get back after @NBCBlindspot ends. I do not want spoilers 😉😜 #Blindspot,1,#Blindspot
#Blindspot Yes Blake is suspicious,1,#Blindspot
"""He's tried to call me seven times today."" #Blindspot",1,#Blindspot
@NBCBlindspot Aka the Wellers 😎 #Blindspot,1,#Blindspot
"Hey, Avery got to help the FBI again!! #Blindspot",1,#Blindspot
Read 'My Happy Place' https://t.co/e6oSPe0Rex #ARCA #oldheadshotday #Blindspot,1,#Blindspot
Ahhhhhhh #the magic word: WAIT! @filmwritr4 @LanaSolange @OlgaJulyssa  #Blindspot,1,#Blindspot
